ts,Unnamed: 0,open,high,low,close,volume
2025-08-10 01:00:00,0.0,116685.7,116685.8,116537.9,116574.5,0.25899101
2025-08-10 02:00:00,1.0,116580.0,117315.4,116576.5,117315.4,21.61329971
2025-08-10 03:00:00,2.0,117316.5,118454.6,117316.5,118399.9,4.52141277
2025-08-10 04:00:00,3.0,118402.0,118688.1,118402.0,118467.9,2.6340576
2025-08-10 05:00:00,4.0,118506.2,118506.2,117953.3,117953.3,0.90989712
2025-08-10 06:00:00,5.0,118115.7,118161.6,117350.1,118046.9,27.83692131
2025-08-10 07:00:00,6.0,118047.0,118200.0,117515.9,117798.9,0.79380679
2025-08-10 08:00:00,7.0,117776.1,118343.1,117693.9,118293.5,1.42969913
2025-08-10 09:00:00,8.0,118335.7,118367.3,118138.0,118329.2,5.72465179
2025-08-10 10:00:00,9.0,118283.7,118283.7,118047.1,118047.1,1.69385442
2025-08-10 11:00:00,10.0,118047.1,118401.9,117940.8,118379.9,59.61755145
2025-08-10 12:00:00,11.0,118379.8,118710.3,118342.2,118520.1,0.27531545
2025-08-10 13:00:00,12.0,118520.1,118665.6,118402.0,118520.0,1.36791203
2025-08-10 14:00:00,13.0,118520.0,118750.9,118402.1,118750.9,7.65153166
2025-08-10 15:00:00,14.0,118750.8,119000.8,118557.6,118782.6,2.05073561
2025-08-10 16:00:00,15.0,118806.4,118876.0,118686.9,118687.0,0.49061536
2025-08-10 17:00:00,16.0,118700.3,118700.3,118465.8,118501.9,0.60934111
2025-08-10 18:00:00,17.0,118488.4,118551.7,118450.7,118531.9,36.33571737
2025-08-10 19:00:00,18.0,118540.9,118695.3,118484.8,118648.9,32.51991472
2025-08-10 20:00:00,19.0,118640.2,118693.4,118131.2,118358.9,2.120022
2025-08-10 21:00:00,20.0,118283.0,118637.9,118154.5,118637.9,0.78013926
2025-08-10 22:00:00,21.0,118638.0,118938.6,118638.0,118938.6,13.87203542
2025-08-10 23:00:00,22.0,118995.0,119282.1,118795.0,119273.2,5.53104412
2025-08-11 00:00:00,23.0,119287.3,119394.4,119169.1,119178.8,0.78155948
2025-08-11 01:00:00,24.0,119170.9,119951.4,118995.0,119931.2,20.00854262
2025-08-11 02:00:00,25.0,119931.2,121846.5,119885.5,121761.9,41.37630377
2025-08-11 03:00:00,26.0,121849.0,122107.3,121537.0,121762.0,9.97666701
2025-08-11 04:00:00,27.0,121762.1,122110.5,121640.2,122057.3,20.11018489
2025-08-11 05:00:00,28.0,122052.1,122238.4,121800.4,121962.3,3.97805954
2025-08-11 06:00:00,29.0,122006.0,122228.5,121949.9,122203.8,1.18173016
2025-08-11 07:00:00,30.0,122203.8,122203.8,121460.8,121511.5,2.28504418
2025-08-11 08:00:00,31.0,121511.5,121762.0,121091.4,121658.1,17.37697446
2025-08-11 09:00:00,32.0,121658.1,121658.2,121099.1,121360.5,10.65228482
2025-08-11 10:00:00,33.0,121394.3,121397.0,120846.2,121175.4,5.84578439
2025-08-11 11:00:00,34.0,121155.0,121163.4,120328.8,120538.0,2.93733883
2025-08-11 12:00:00,35.0,120583.3,120639.6,119540.3,119633.0,8.74943083
2025-08-11 13:00:00,36.0,119642.2,120290.8,119450.0,120014.8,3.11586997
2025-08-11 14:00:00,37.0,120002.9,120568.9,119845.8,120217.9,3.66440034
2025-08-11 15:00:00,38.0,120180.2,120392.1,119842.3,120284.2,3.7597294
2025-08-11 16:00:00,39.0,120279.3,120811.7,119916.2,120006.9,2.93227907
2025-08-11 17:00:00,40.0,119998.3,120138.5,119525.0,119525.1,1.50226533
2025-08-11 18:00:00,41.0,119525.1,119829.9,119300.1,119757.2,2.57139281
2025-08-11 19:00:00,42.0,119760.8,119760.8,118562.3,119000.5,3.59834992
2025-08-11 20:00:00,43.0,118995.0,119040.6,118586.9,118876.1,13.58975557
2025-08-11 21:00:00,44.0,118876.1,119160.4,118118.1,118637.9,1.61625881
2025-08-11 22:00:00,45.0,118637.9,118876.0,118337.0,118876.0,3.7674064
2025-08-11 23:00:00,46.0,118868.5,118868.5,118652.0,118689.2,0.40494422
2025-08-12 00:00:00,47.0,118670.3,118938.6,118649.1,118898.3,1.37616213
2025-08-12 01:00:00,48.0,118935.1,119092.9,118851.2,118976.8,0.60735787
2025-08-12 02:00:00,49.0,118985.2,119232.4,118918.0,119046.5,0.42456199
2025-08-12 03:00:00,50.0,119047.2,119110.9,118795.5,118820.0,1.06620278
2025-08-12 04:00:00,51.0,118820.0,119157.3,118820.0,119081.7,0.63895198
2025-08-12 05:00:00,52.0,119055.1,119055.1,118476.9,118755.4,1.20114363
2025-08-12 06:00:00,53.0,118755.5,118942.7,116200.0,118875.0,61.18767919
2025-08-12 07:00:00,54.0,118833.1,119138.9,118833.1,119060.2,2.48210902
2025-08-12 08:00:00,55.0,118994.9,118994.9,118800.1,118814.8,3.08739665
2025-08-12 09:00:00,56.0,118815.0,118850.6,118407.4,118407.4,0.75200393
2025-08-12 10:00:00,57.0,118404.1,118638.0,118203.1,118467.2,9.11014292
2025-08-12 11:00:00,58.0,118467.2,118671.4,118283.0,118550.8,7.30450784
2025-08-12 12:00:00,59.0,118505.5,119204.3,118283.0,119140.9,5.01042411
2025-08-12 13:00:00,60.0,119219.0,119625.6,118608.8,118826.7,6.80480563
2025-08-12 14:00:00,61.0,118802.1,119351.9,118801.4,119351.9,0.67425008
2025-08-12 15:00:00,62.0,119352.0,119923.9,119352.0,119870.0,5.67902787
2025-08-12 16:00:00,63.0,119870.1,120089.1,119541.6,119645.0,2.06409036
2025-08-12 17:00:00,64.0,119604.0,119801.0,119233.0,119243.2,1.8047606
2025-08-12 18:00:00,65.0,119279.3,119999.9,119270.2,119337.5,2.00222207
2025-08-12 19:00:00,66.0,119351.9,119943.2,119351.9,119657.5,9.13916045
2025-08-12 20:00:00,67.0,119667.0,120340.3,119499.6,120220.4,6.79917918
2025-08-12 21:00:00,68.0,120190.1,120190.1,119858.0,119858.4,0.89594056
2025-08-12 22:00:00,69.0,119857.9,120070.0,119710.0,120069.9,1.40990585
2025-08-12 23:00:00,70.0,120069.9,120227.9,119947.3,120147.8,5.54727563
2025-08-13 00:00:00,71.0,120117.6,120169.6,119710.0,119740.9,1.47813796
2025-08-13 01:00:00,72.0,119740.9,119740.9,119379.4,119477.6,11.05281546
2025-08-13 02:00:00,73.0,119454.6,119710.0,119164.2,119536.4,1.35867718
2025-08-13 03:00:00,74.0,119545.6,119604.3,119352.0,119491.9,0.7366826
2025-08-13 04:00:00,75.0,119471.6,119792.4,119391.6,119391.6,0.98914519
2025-08-13 05:00:00,76.0,119391.6,119591.0,118998.5,119067.6,1.56169484
2025-08-13 06:00:00,77.0,119106.4,119406.1,119015.8,119406.1,0.68725887
2025-08-13 07:00:00,78.0,119444.0,119590.9,119286.5,119590.9,3.42239339
2025-08-13 08:00:00,79.0,119591.0,119950.0,119591.0,119950.0,0.56489561
2025-08-13 09:00:00,80.0,119949.9,120130.3,119830.0,120112.7,1.07471721
2025-08-13 10:00:00,81.0,120111.7,120448.9,120021.1,120448.8,2.64928169
2025-08-13 11:00:00,82.0,120448.7,120700.0,120448.7,120626.4,1.61537628
2025-08-13 12:00:00,83.0,120623.0,120653.0,120233.8,120279.9,4.54118969
2025-08-13 13:00:00,84.0,120276.3,121970.2,120190.0,121640.8,20.1280396
2025-08-13 14:00:00,85.0,121695.5,122117.4,120854.2,121012.5,13.82985766
2025-08-13 15:00:00,86.0,120983.6,121293.4,120391.5,120939.4,1.45884271
2025-08-13 16:00:00,87.0,120965.8,121713.4,120965.8,121376.7,2.47469836
2025-08-13 17:00:00,88.0,121473.0,121859.1,121413.0,121830.9,1.37081828
2025-08-13 18:00:00,89.0,121824.7,121936.6,121415.9,121592.4,9.08644835
2025-08-13 19:00:00,90.0,121587.7,122799.9,121559.5,122742.4,14.66435168
2025-08-13 20:00:00,91.0,122791.3,122981.5,122511.2,122904.2,7.83169829
2025-08-13 21:00:00,92.0,122943.1,122949.9,122308.3,122544.9,10.87636508
2025-08-13 22:00:00,93.0,122546.4,123571.7,122546.4,122933.2,21.35377886
2025-08-13 23:00:00,94.0,122933.1,123588.0,122933.1,123297.4,9.94917114
2025-08-14 00:00:00,95.0,123316.6,124363.6,123286.7,123799.2,23.40591181
2025-08-14 01:00:00,96.0,123822.8,123904.7,123357.4,123357.4,3.16018858
2025-08-14 02:00:00,97.0,123357.3,123648.6,123313.0,123593.4,6.48537649
2025-08-14 03:00:00,98.0,123655.5,123811.4,123313.0,123331.2,0.49362992
2025-08-14 04:00:00,99.0,123352.3,123375.4,123097.1,123097.1,7.67942229
2025-08-14 05:00:00,100.0,123076.5,123137.7,122131.4,122131.4,14.05112653
2025-08-14 06:00:00,101.0,122131.4,122131.4,121344.1,121830.9,6.33870135
2025-08-14 07:00:00,102.0,121790.8,122030.5,121609.2,121728.0,1.28926716
2025-08-14 08:00:00,103.0,121755.2,122005.9,121579.5,121640.0,12.06518508
2025-08-14 09:00:00,104.0,121640.0,121883.9,121519.0,121658.4,4.82073982
2025-08-14 10:00:00,105.0,121651.2,121657.9,120854.2,120887.2,10.37397606
2025-08-14 11:00:00,106.0,120913.8,121010.3,120688.1,120863.6,7.257887
2025-08-14 12:00:00,107.0,120864.0,121061.4,117641.4,118913.5,36.80412732
2025-08-14 13:00:00,108.0,118913.2,119249.8,117800.0,118435.5,6.53163846
2025-08-14 14:00:00,109.0,118445.4,119356.2,118017.3,118805.9,11.74641633
2025-08-14 15:00:00,110.0,118863.7,118870.6,117959.1,118246.0,12.20266136
2025-08-14 16:00:00,111.0,118227.7,118236.3,117481.9,117875.1,6.5243259
2025-08-14 17:00:00,112.0,117875.1,118109.2,117557.8,117913.4,4.52345178
2025-08-14 18:00:00,113.0,117883.7,118217.0,117187.9,118079.4,5.54101374
2025-08-14 19:00:00,114.0,118094.6,118519.3,117949.0,117949.0,4.33776208
2025-08-14 20:00:00,115.0,117940.9,118161.4,117799.0,117948.3,2.6747241
2025-08-14 21:00:00,116.0,117826.0,118164.9,117360.0,117811.0,3.7624984
2025-08-14 22:00:00,117.0,117780.9,118361.5,117634.2,118273.9,0.75398496
2025-08-14 23:00:00,118.0,118300.0,118536.0,118236.3,118318.0,4.04060034
2025-08-15 00:00:00,119.0,118283.0,118456.8,118119.3,118230.3,1.37827887
2025-08-15 01:00:00,120.0,118230.3,118719.3,118047.0,118701.7,1.49444762
2025-08-15 02:00:00,121.0,118701.7,118850.0,118600.0,118672.3,1.36555473
2025-08-15 03:00:00,122.0,118708.9,119091.1,118638.0,118978.9,1.78413801
2025-08-15 04:00:00,123.0,118983.9,119197.1,118781.1,118843.7,1.56689387
2025-08-15 05:00:00,124.0,118847.9,118982.0,118638.6,118938.5,0.98326525
2025-08-15 06:00:00,125.0,118938.6,119173.3,118886.1,119090.7,0.63027188
2025-08-15 07:00:00,126.0,119055.7,119055.7,118798.8,118957.8,2.3833829
2025-08-15 08:00:00,127.0,118995.0,119114.0,118896.8,118933.2,1.17311981
2025-08-15 09:00:00,128.0,118881.5,119058.7,118637.7,118704.5,1.27534984
2025-08-15 10:00:00,129.0,118735.9,118994.9,118735.9,118892.0,3.75360873
2025-08-15 11:00:00,130.0,118880.3,119058.9,118880.3,119026.0,1.15059432
2025-08-15 12:00:00,131.0,119023.9,119109.4,118600.0,118672.0,2.44820263
2025-08-15 13:00:00,132.0,118649.8,118712.7,117811.0,117811.0,4.71746491
2025-08-15 14:00:00,133.0,117799.0,118276.7,117350.0,117398.1,3.58512112
2025-08-15 15:00:00,134.0,117489.3,117595.2,116820.8,117286.5,8.20785943
2025-08-15 16:00:00,135.0,117319.1,117411.3,116873.1,117410.6,5.61350584
2025-08-15 17:00:00,136.0,117340.9,117874.3,117078.1,117632.9,6.58816564
2025-08-15 18:00:00,137.0,117637.7,117638.1,117123.1,117133.8,0.58120991
2025-08-15 19:00:00,138.0,117137.1,117340.9,116950.0,116950.0,1.14964502
2025-08-15 20:00:00,139.0,116953.0,117319.1,116953.0,117281.0,2.97659805
2025-08-15 21:00:00,140.0,117341.0,117341.0,117058.1,117307.4,1.96158309
2025-08-15 22:00:00,141.0,117333.4,117737.2,117317.4,117699.3,2.53674122
2025-08-15 23:00:00,142.0,117696.8,117738.8,117107.0,117333.4,2.50583294
2025-08-16 00:00:00,143.0,117251.1,117694.0,117251.1,117693.9,0.07410219
2025-08-16 01:00:00,144.0,117694.0,117891.8,117626.0,117820.5,0.23928996
2025-08-16 02:00:00,145.0,117832.4,117832.4,117100.2,117458.9,18.14908769
2025-08-16 03:00:00,146.0,117459.0,117575.9,117450.1,117450.1,2.12263325
2025-08-16 04:00:00,147.0,117450.1,117864.6,117450.0,117804.3,1.25437066
2025-08-16 05:00:00,148.0,117839.7,117839.7,117576.0,117576.0,0.57057354
2025-08-16 06:00:00,149.0,117610.1,117610.1,117290.4,117413.7,0.28572477
2025-08-16 07:00:00,150.0,117372.8,117627.8,117347.7,117627.8,0.39006316
2025-08-16 08:00:00,151.0,117597.7,117654.5,117493.4,117577.6,0.68587359
2025-08-16 09:00:00,152.0,117566.8,117684.2,117368.4,117368.4,0.95690824
2025-08-16 10:00:00,153.0,117368.4,117406.2,117224.0,117392.0,0.13243794
2025-08-16 11:00:00,154.0,117394.8,117459.0,117362.6,117389.8,0.05166085
2025-08-16 12:00:00,155.0,117416.9,117716.2,117368.1,117710.5,0.19706677
2025-08-16 13:00:00,156.0,117710.5,117779.5,117594.1,117650.1,1.08410266
2025-08-16 14:00:00,157.0,117650.0,117778.6,117576.0,117778.6,0.97676712
2025-08-16 15:00:00,158.0,117783.1,117798.9,117622.5,117680.1,1.48792762
2025-08-16 16:00:00,159.0,117684.3,117811.0,117680.4,117756.9,2.49928923
2025-08-16 17:00:00,160.0,117756.1,117766.2,117661.5,117700.2,0.75170799
2025-08-16 18:00:00,161.0,117695.9,117766.5,117662.0,117687.3,2.15300365
2025-08-16 19:00:00,162.0,117686.8,117775.4,117658.4,117688.8,1.35729942
2025-08-16 20:00:00,163.0,117685.0,117714.0,117600.0,117658.6,0.4415635
2025-08-16 21:00:00,164.0,117650.7,117651.8,117500.0,117500.1,0.83714177
2025-08-16 22:00:00,165.0,117500.0,117572.6,117328.6,117473.1,14.67553331
2025-08-16 23:00:00,166.0,117455.7,117498.0,117289.3,117413.4,27.9101114
2025-08-17 00:00:00,167.0,117387.4,117416.1,117262.1,117275.2,0.62230938
2025-08-17 01:00:00,168.0,117258.8,117459.0,117191.3,117438.7,0.92062335
2025-08-17 02:00:00,169.0,117449.9,117597.4,117401.3,117584.8,0.24984924
2025-08-17 03:00:00,170.0,117620.1,117761.7,117504.2,117684.6,0.40745921
2025-08-17 04:00:00,171.0,117684.7,118110.3,117681.5,118079.0,2.5787685
2025-08-17 05:00:00,172.0,118093.0,118181.2,117997.2,118005.9,0.66803345
2025-08-17 06:00:00,173.0,118024.8,118120.2,117929.0,117929.0,0.78077016
2025-08-17 07:00:00,174.0,117962.5,118040.8,117876.0,117985.9,1.01132628
2025-08-17 08:00:00,175.0,117992.0,118359.9,117925.8,118309.9,3.51250593
2025-08-17 09:00:00,176.0,118359.9,118379.4,118245.7,118276.9,1.50583378
2025-08-17 10:00:00,177.0,118277.0,118368.6,118191.1,118368.6,0.52579817
2025-08-17 11:00:00,178.0,118379.4,118379.4,118294.7,118318.0,0.81781266
2025-08-17 12:00:00,179.0,118340.0,118354.8,118205.2,118205.2,1.49750027
2025-08-17 13:00:00,180.0,118165.1,118493.3,118165.0,118415.0,1.7540416
2025-08-17 14:00:00,181.0,118400.5,118400.5,118185.5,118226.4,1.59861949
2025-08-17 15:00:00,182.0,118226.5,118226.5,118165.0,118226.5,0.86217835
2025-08-17 16:00:00,183.0,118226.5,118325.8,117799.1,117849.5,2.94963866
2025-08-17 17:00:00,184.0,117799.0,117920.4,117705.1,117853.6,5.41304689
2025-08-17 18:00:00,185.0,117853.5,117928.9,117437.4,117549.7,0.40586414
2025-08-17 19:00:00,186.0,117566.5,117761.0,117510.9,117584.2,0.36869554
2025-08-17 20:00:00,187.0,117576.3,117694.0,117545.2,117615.3,0.22065309
2025-08-17 21:00:00,188.0,117607.2,117750.6,117602.6,117700.8,0.17779569
2025-08-17 22:00:00,189.0,117700.7,117993.8,117700.7,117957.7,0.49714795
2025-08-17 23:00:00,190.0,117958.6,117958.6,117372.5,117372.5,0.48740822
2025-08-18 00:00:00,191.0,117384.3,117529.5,117100.0,117273.3,6.35592262
2025-08-18 01:00:00,192.0,117273.3,117392.5,116250.0,116324.9,22.73895252
2025-08-18 02:00:00,193.0,116284.1,116290.3,115400.0,115470.9,8.21640687
2025-08-18 03:00:00,194.0,115458.4,115595.0,114988.3,115331.8,5.07112808
2025-08-18 04:00:00,195.0,115322.1,115539.2,115085.0,115458.8,4.95797784
2025-08-18 05:00:00,196.0,115523.2,115688.6,115096.1,115688.6,1.43736338
2025-08-18 06:00:00,197.0,115688.8,115688.8,114988.0,115289.8,5.83584836
2025-08-18 07:00:00,198.0,115340.8,115465.8,115194.9,115204.1,0.9856143
2025-08-18 08:00:00,199.0,115236.7,115392.7,115086.6,115168.9,1.41457789
2025-08-18 09:00:00,200.0,115168.9,115168.9,114661.6,115020.5,12.06316743
2025-08-18 10:00:00,201.0,115051.3,115272.5,114992.4,115100.0,2.48711527
2025-08-18 11:00:00,202.0,115100.0,115148.3,114859.5,114969.9,2.08055802
2025-08-18 12:00:00,203.0,114948.5,115473.6,114948.5,115473.6,4.96854486
2025-08-18 13:00:00,204.0,115473.6,115691.8,114911.1,114911.1,3.15748891
2025-08-18 14:00:00,205.0,114922.7,115623.5,114911.0,115620.4,1.11583362
2025-08-18 15:00:00,206.0,115638.3,116174.0,115409.0,116131.8,1.15879564
2025-08-18 16:00:00,207.0,116129.5,116350.5,115909.0,115971.2,1.92794189
2025-08-18 17:00:00,208.0,115990.9,116756.0,115990.1,116473.1,8.14211994
2025-08-18 18:00:00,209.0,116432.5,116590.5,116300.0,116505.1,4.24646553
2025-08-18 19:00:00,210.0,116587.2,116614.2,116219.8,116295.6,2.73134107
2025-08-18 20:00:00,211.0,116342.6,116521.0,115985.7,116380.0,1.62845885
2025-08-18 21:00:00,212.0,116440.0,116678.1,116429.4,116661.2,0.45329462
2025-08-18 22:00:00,213.0,116671.5,116900.0,116471.2,116471.2,0.61773047
2025-08-18 23:00:00,214.0,116403.5,116536.3,116101.2,116195.1,1.08551854
2025-08-19 00:00:00,215.0,116238.8,116529.9,115608.7,116529.9,5.98631268
2025-08-19 01:00:00,216.0,116529.9,116620.4,115716.1,115762.3,0.67266366
2025-08-19 02:00:00,217.0,115801.7,116019.2,115677.9,115714.6,1.10818935
2025-08-19 03:00:00,218.0,115750.9,115750.9,114887.1,114887.2,8.2954168
2025-08-19 04:00:00,219.0,114887.2,115368.0,114373.7,115366.4,2.10938297
2025-08-19 05:00:00,220.0,115413.3,115471.4,114972.6,114986.3,0.9821776
2025-08-19 06:00:00,221.0,115022.0,115126.4,114963.1,114983.9,0.52864012
2025-08-19 07:00:00,222.0,115027.1,115027.1,114643.0,114970.7,1.8933927
2025-08-19 08:00:00,223.0,114973.0,115317.5,114826.6,115198.4,3.40238559
2025-08-19 09:00:00,224.0,115249.5,115490.0,115249.5,115333.4,0.46715121
2025-08-19 10:00:00,225.0,115324.5,115572.0,115318.4,115400.3,2.16137094
2025-08-19 11:00:00,226.0,115463.0,115612.8,115463.0,115542.2,1.43723958
2025-08-19 12:00:00,227.0,115499.0,115629.4,115311.3,115542.2,0.34095041
2025-08-19 13:00:00,228.0,115601.5,115734.6,114904.3,115156.3,3.14838882
2025-08-19 14:00:00,229.0,115228.1,115278.2,113825.0,113918.1,9.71480063
2025-08-19 15:00:00,230.0,114003.9,114181.4,113606.4,113780.0,11.51334191
2025-08-19 16:00:00,231.0,113798.1,113880.5,113400.0,113411.2,5.8334607
2025-08-19 17:00:00,232.0,113422.6,113582.9,113125.0,113523.4,7.82980609
2025-08-19 18:00:00,233.0,113520.1,113520.1,112835.8,113059.5,11.16320575
2025-08-19 19:00:00,234.0,113022.9,113547.3,112810.0,113209.6,4.82603149
2025-08-19 20:00:00,235.0,113262.5,113540.9,113000.1,113540.9,2.62433138
2025-08-19 21:00:00,236.0,113526.6,113559.8,113500.0,113500.0,1.53027323
2025-08-19 22:00:00,237.0,113500.1,113500.1,113142.8,113144.6,0.68296707
2025-08-19 23:00:00,238.0,113106.5,113123.8,112825.0,112910.5,6.7864646
2025-08-20 00:00:00,239.0,112867.0,113317.0,112867.0,113245.1,0.95809335
2025-08-20 01:00:00,240.0,113232.8,113413.9,112625.9,113063.9,1.95917403
2025-08-20 02:00:00,241.0,113042.2,113506.4,112980.9,113432.9,2.03714627
2025-08-20 03:00:00,242.0,113452.5,113654.4,113366.1,113560.6,1.32402156
2025-08-20 04:00:00,243.0,113531.3,113664.5,113489.0,113601.7,0.54726659
2025-08-20 05:00:00,244.0,113629.9,113761.3,113500.0,113698.7,0.97449951
2025-08-20 06:00:00,245.0,113700.1,113735.3,113495.6,113693.9,1.1286272
2025-08-20 07:00:00,246.0,113680.8,113802.8,113485.5,113485.5,9.46307733
2025-08-20 08:00:00,247.0,113490.1,114057.8,113441.9,114023.7,19.91870538
2025-08-20 09:00:00,248.0,113951.5,113951.6,113644.1,113677.0,1.30063786
2025-08-20 10:00:00,249.0,113718.8,113825.1,113601.2,113825.1,6.01087004
2025-08-20 11:00:00,250.0,113825.2,114218.0,113153.1,113622.1,23.22835121
